Time		GUID
1722348238 	 2
1722348243 	 2
1722348248 	 2
1722348253 	 2
1722348257 	 2
1722348262 	 2
1722348267 	 2
1722348272 	 2
1722348277 	 2
1722348282 	 2
1722348286 	 2
1722348291 	 2
1722348296 	 2
1722348301 	 2
1722348306 	 2
1722348310 	 2
1722348315 	 2
1722348320 	 2
1722348326 	 2
1722348331 	 2
1722348338 	 2
1722348343 	 2
1722348348 	 2
1722348353 	 2
1722348358 	 2
1722348363 	 2
1722348371 	 4
1722348376 	 4
1722348381 	 4
1722348386 	 4
1722348390 	 4
1722348395 	 4
1722348400 	 4
1722348405 	 4
1722348410 	 4
1722348414 	 4
1722348419 	 4
1722348424 	 4
1722348429 	 4
1722348434 	 4
1722348438 	 4
1722348443 	 4
1722348448 	 4
1722348453 	 4
1722348458 	 4
1722348463 	 4
1722348467 	 4
1722348472 	 4
1722348477 	 4
1722348482 	 4
1722348487 	 4
1722348491 	 4
1722348496 	 4
1722348503 	 4
1722348508 	 4
1722348513 	 4
1722348518 	 4
1722348523 	 4
1722348527 	 4
1722348532 	 4
1722348537 	 4
1722348542 	 4
1722348547 	 4
1722348551 	 4
1722348556 	 4
1722348561 	 4
1722348566 	 4
1722348571 	 4
1722348575 	 4
1722348580 	 4
1722348585 	 4
1722348590 	 4
1722348595 	 4
1722348599 	 4
1722348604 	 4
1722348609 	 4
1722348614 	 4
1722348618 	 4
1722348623 	 4
1722348628 	 4
1722348633 	 4
1722348638 	 4
1722348643 	 4
1722348648 	 4
1722348653 	 4
1722348657 	 4
1722348662 	 4
1722348667 	 4
1722348672 	 4
1722348676 	 4
1722348681 	 4
1722348686 	 4
1722348691 	 4
1722348696 	 4
1722348700 	 4
1722348705 	 4
1722348710 	 4
1722348715 	 4
1722348720 	 4
1722348724 	 4
1722348729 	 4
1722348734 	 4
1722348739 	 4
1722348744 	 4
1722348748 	 4
1722348753 	 4
1722348758 	 4
1722348763 	 4
1722348768 	 4
1722348773 	 4
1722348778 	 4
1722348782 	 4
1722348787 	 4
1722348792 	 4
1722348797 	 4
1722348802 	 4
1722348806 	 4
1722348811 	 4
1722348816 	 4
1722348821 	 4
1722348825 	 4
1722348830 	 4
1722348835 	 4
1722348840 	 4
1722348845 	 4
1722348850 	 4
1722348854 	 4
1722348859 	 4
1722348864 	 4
1722348869 	 4
1722348873 	 4
1722348878 	 4
1722348883 	 4
1722348888 	 4
1722348893 	 4
1722348897 	 4
1722348903 	 4
1722348908 	 4
1722348912 	 4
1722348917 	 4
1722348922 	 4
1722348927 	 4
1722348931 	 4
1722348936 	 4
1722348941 	 4
1722348946 	 4
1722348951 	 4
1722348955 	 4
1722348960 	 4
1722348965 	 4
1722348970 	 4
1722348975 	 4
1722348979 	 4
1722348984 	 4
1722348989 	 4
1722348994 	 4
1722348999 	 4
1722349003 	 4
1722349008 	 4
1722349013 	 4
1722349018 	 4
1722349022 	 4
1722349027 	 4
1722349032 	 4
1722349038 	 4
1722349043 	 4
1722349048 	 4
1722349052 	 4
1722349057 	 4
1722349062 	 4
1722349067 	 4
1722349071 	 4
1722349076 	 4
1722349081 	 4
1722349086 	 4
1722349091 	 4
1722349095 	 4
1722349100 	 4
1722349105 	 4
1722349110 	 4
1722349115 	 4
1722349119 	 4
1722349124 	 4
1722349129 	 4
1722349134 	 4
1722349138 	 4
1722349143 	 4
1722349148 	 4
1722349153 	 4
1722349158 	 4
1722349162 	 4
1722349167 	 4
1722349172 	 4
1722349177 	 4
1722349182 	 4
1722349187 	 4
1722349192 	 4
1722349196 	 4
1722349201 	 4
1722349206 	 4
1722349211 	 4
1722349216 	 4
1722349220 	 4
1722349225 	 4
1722349230 	 4
1722349235 	 4
1722349240 	 4
1722349244 	 4
1722349249 	 4
1722349254 	 4
1722349259 	 4
1722349264 	 4
1722349268 	 4
1722349273 	 4
1722349278 	 4
1722349283 	 4
1722349288 	 4
1722349292 	 4
1722349297 	 4
1722349303 	 4
1722349307 	 4
1722349312 	 4
